username,datetime,tweet,cleaned_tweet,target,tweet_compound,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy,second/thirdperson,firstperson,sadness/loneliness,suicidal,primarysupport,troubleconcentrate,worthlessness/guilt,housing,disturbedsleep,occupational,fatigue/lossenergy,weight/appetite,agitation/retardation,topic
sad_shinigami,13/11/2021 15:22,"All I have are ""negative"" thoughts.",i negative thought,depressed,0,0,0,0.333333333,0,0,0,0.333333333,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,13/11/2021 11:59,The ultimate sorrow is sentience. consciousness is torture. Not all of us can handle the pain of being.,ultimate sorrow sentience consciousness torture not us handle pain,depressed,-0.891,0.2,0.066666667,0.133333333,0,0,0.066666667,0.2,0.266666667,0.066666667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,13/11/2021 11:49,I woke up anxious and nauseous with a bad headache.   I fvcking hate being alive,i wake anxious nauseous bad headache i fvcking hate alive,depressed,-0.765,0.142857143,0.095238095,0.095238095,0.047619048,0,0.047619048,0.238095238,0.142857143,0.142857143,0.047619048,0,2,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,13/11/2021 3:33,@Antinatalism71 Sometimes I wonder what I did do be cursed with existence too.,sometimes i wonder i curse existence,depressed,0,0.166666667,0.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,13/11/2021 3:32,"How can I feel this empty ,?",i feel empty,depressed,-0.25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,11/11/2021 23:26,"Theres nothing to exist for, then why do i keep waking up?",nothing exist i keep wake,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,11/11/2021 23:25,Fvck having a career. I want non-existence,fvck career i want non existence,depressed,0.0772,0,0,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,11/11/2021 13:07,I'm still mad about having been stolen from non-existence.,i still mad steal non existence,depressed,-0.7506,0.2,0.2,0,0,0,0.1,0.2,0.2,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,11/11/2021 10:47,Why do I have to take care of and maintain a body that I never asked for ? I donot like being alive.,i take care maintain body i never ask i donot like alive,depressed,0.8074,0,0,0.25,0.25,0,0.25,0,0,0,0.25,0,3,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,11/11/2021 0:14,"Happiness is not forever, So whats the point in indulging. Itll only cause you grief in the end.",happiness not forever point indulge it you grief end,depressed,0.1027,0,0,0.2,0,0,0.2,0.2,0.2,0,0.2,2,0,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,10/11/2021 16:44,@ALifeOfPain_ I understand that feeling... It's so exhausting.,i understand feel it exhausting,depressed,-0.5009,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,10/11/2021 16:40,"But now that I'm back from there, I can't seem to exactly remember the place again. It's all hazy, the few hours there, not to mention highly uncomfortable and anxiety ridden.",i back i not seem exactly remember place it hazy hour not mention highly uncomfortable anxiety ridden,depressed,-0.5936,0.166666667,0.166666667,0.166666667,0,0,0,0.333333333,0.166666667,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,10/11/2021 16:38,"My mind was trying to dissociate, but I was so idk!?? hazy !? On my way back, I was hit by a wave of memories,(I still can't recall them) I had an Anxiety attack, but yeah. It wasn't as bad.",my mind try dissociate i i not know hazy my way back i hit wave memory i still not recall them i anxiety attack yeah it not bad,depressed,0.3609,0.2,0.266666667,0.066666667,0,0,0,0.266666667,0.133333333,0.066666667,0,2,7,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,10/11/2021 16:38,"I'm back from there.. it was strange tbh. my heart was pounding the whole time, I was short of breathe, I kept clawing at my skin, my head was throbbing. Well, I didn't have a break down, so that's good right ?.",i back it strange honest my heart pound whole time i short breathe i keep claw my skin my head throb well i not break good right,depressed,0.539,0.136363636,0.136363636,0.090909091,0.090909091,0.090909091,0.090909091,0.136363636,0.090909091,0.045454545,0.090909091,1,7,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,10/11/2021 13:31,"Okay... A full blown anxiety episode just thinking about going to that place. They could have atleast given me a day, like informed me a day before that I have to go there. I can tell that this ain't gonna end well",okay full blown anxiety episode think go place they could atleast give me day like inform me day i go i tell not go end well,depressed,-0.0036,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,10/11/2021 13:17,Yes. Exactly!! I should not exist.,yes exactly i not exist,depressed,0.508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,10/11/2021 13:13,"I been struggling so bad lately, especially these past few days and today I have to go back to a place where, the 2 years I spent are literally missing from my memory. I have a headache just thinking about going there. But, It can't be avoided.",i struggle bad lately especially past day today i go back place year i spend literally miss my memory i headache think go it not avoid,depressed,-0.8154,0.25,0.166666667,0,0,0,0,0.333333333,0.166666667,0.083333333,0,1,5,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,9/11/2021 12:06,@EfilRevaes I'm so exhausted with life,i exhaust life,depressed,-0.5009,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,9/11/2021 2:12,"The society of manno matter what it does or how it deludes itselfis forever up against an essential uselessness, an essential horror, inherent to real life from which one can only find distraction through fantasy.",society manno matter it it delude itselfis forever essential uselessness essential horror inherent real life one find distraction fantasy,depressed,-0.8316,0.090909091,0.090909091,0,0.090909091,0.090909091,0.272727273,0.181818182,0.090909091,0.090909091,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
sad_shinigami,8/11/2021 19:19,I drank watered down kerosene mixed with pesticide when I was three and lived... How unlucky does one have to be to survive that ??,i drank water kerosene mixed pesticide i three live unlucky one survive,depressed,0,0.285714286,0.142857143,0,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8
sad_shinigami,8/11/2021 16:06,"I feel so done with my silly little rants here, like what's the point. I'm just full of suppressed anger and thoughts from my days and I keep repeating the same thing over and over again.",i feel my silly little rant like point i full suppressed anger thought my day i keep repeat thing,depressed,-0.5221,0,0.166666667,0.166666667,0,0,0.166666667,0.333333333,0,0,0.166666667,0,5,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,7/11/2021 3:51,The pain of existence is unbearable,pain existence unbearable,depressed,-0.5106,0.142857143,0,0,0,0,0.142857143,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,7/11/2021 1:03,"""The sun shall be turned into darkness, and the moon into blood""  ~idk",sun shall turn darkness moon blood i not know,depressed,-0.25,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,6
sad_shinigami,6/11/2021 1:59,My hand would look much better with more scars.,my hand would look much good scar,depressed,0.7269,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,5/11/2021 23:10,"What's the point of sleeping ?  I'll just wake up, tired again.",point sleep i wake tire,depressed,-0.4404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,5/11/2021 21:32,"I'm just enraged, all the time. I run on hatred and anger now. The immense hatred and disgust I feel for life, myself and basically everything cannot be put to words.   In simpler words, I'm angry that I'm alive (still alive)",i enrage time i run hatred anger immense hatred disgust i feel life myself basically everything not put word simpler word i angry i alive still alive,depressed,-0.9657,0.088235294,0.147058824,0.088235294,0.117647059,0,0.147058824,0.147058824,0.088235294,0.117647059,0.058823529,0,6,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,5/11/2021 21:29,@Marcella1x Practice that comes with having to fake emotions for years because you grew up and live in an unsafe environment.   Atleast that's how it's for me.,practice come fake emotion year you grow live unsafe environment atleast it me,depressed,-0.4767,0.125,0,0.125,0.125,0,0.25,0.25,0,0,0.125,2,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,5/11/2021 21:28,I miss the void.  I miss being non-existent,i miss void i miss non existent,depressed,-0.296,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,5/11/2021 19:24,Shut up shut up.... Just quit it with the yelling.,shut shut quit it yelling,depressed,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,5/11/2021 0:58,"@AustinCthulhu I actually do enjoy the misery, the pain to the point that being miserable is my comfort zone. I'm addicted to how miserable life is.",i actually enjoy misery pain point miserable my comfort zone i addict miserable life,depressed,-0.8271,0.083333333,0.125,0.083333333,0.083333333,0,0.083333333,0.166666667,0.166666667,0.125,0.083333333,0,3,3,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,5/11/2021 0:57,"@BraveorBored Going towards the opposite, actually makes sense to me.. but unfortunately or whatever, I just feel this immense hatred and disgust for life.",go towards opposite actually make sense me unfortunately whatever i feel immense hatred disgust life,depressed,-0.9455,0.166666667,0.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,4/11/2021 11:24,"If I can't kms, then I'm gonna hold on to the hate I feel for life and let it completely destroy me. I don't want anything good in life, I want to be miserable. I feel like I deserve to be in pain, and have to be punished because I was born.",i not kms i go hold hate i feel life let it completely destroy me i not want anything good life i want miserable i feel like i deserve pain punish i bear,depressed,-0.9541,0.153846154,0.153846154,0.076923077,0.076923077,0.038461538,0.115384615,0.153846154,0.115384615,0.076923077,0.038461538,1,9,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,4/11/2021 4:02,"Everything happens for a reason....NO   The only reason things happen for a reason is if the people who make the things happen, happen to have a reason to make them happen, otherwise everything is just shit that happens.",everything happen reason no reason thing happen reason people make thing happen happen reason make them happen otherwise everything shit happens,depressed,-0.5574,0,0.083333333,0.416666667,0,0,0.333333333,0.083333333,0,0.083333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,4/11/2021 2:44,"Running on pain, fueled by anger",run pain fuel anger,depressed,-0.7906,0.2,0.2,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,3/11/2021 22:48,I don't want to live but I can't die.  I'm in pain. Every breathe feels like I'm going to drown.,i not want live i not die i pain every breathe feel like i go drown,depressed,-0.484,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,9
sad_shinigami,3/11/2021 11:18,Waking up is depressing as fuck.,wake depress fuck,depressed,-0.7269,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,3/11/2021 11:17,"@AustinCthulhu Yes. I also feels like I deserve to suffer.  Plus, survival instinct is strong for all living things on this cursed planet.",yes i also feel like i deserve suffer plus survival instinct strong living thing cursed planet,depressed,0.6124,0.111111111,0.222222222,0.111111111,0.111111111,0,0.111111111,0.222222222,0.111111111,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,3/11/2021 11:16,"Every morning, I would lie in bed, thinking if getting up that day is worth it.",every morning i would lie bed thinking get day worth it,depressed,0.2263,0,0.2,0,0,0,0.2,0.2,0.2,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,3/11/2021 2:17,"People like to say that pain is temporary. Implying that once it goes away you will feel better but in reality what happens is that, a different pain will take its place.",people like say pain temporary imply it go away you feel well reality happen different pain take its place,depressed,-0.5994,0.285714286,0,0.142857143,0,0,0,0.285714286,0.285714286,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,2/11/2021 2:34,I hurt myself because that's what i deserve.,i hurt myself i deserve,depressed,-0.5267,0.125,0.25,0.125,0.125,0,0.125,0.125,0.125,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,2/11/2021 2:33,I have no desire to love or be loved.,i no desire love love,depressed,0.8625,0,0,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,2/11/2021 2:30,"Why is almost everything in this world pointlessly gendered ?   The entire world is a sh!t show already, so let people like what they like, as long as they're not hurting anyone, just let them be.. we're all just trying to get through the day.",almost everything world pointlessly gendered entire world sh show already let people like they like long they not hurt anyone let them we try get day,depressed,0.7951,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,0.166666667,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,2/11/2021 1:14,"""In all that we are and in all that we want we are Death. Death surrounds and pervades us. We live it and its what we call life""",we we want we death death surround pervades us we live it its we call life,depressed,-0.8176,0.117647059,0.117647059,0.176470588,0,0.117647059,0.058823529,0.176470588,0.117647059,0.117647059,0,2,6,0,2,2,0,0,0,0,0,0,0,0,9
sad_shinigami,1/11/2021 0:06,"Im trapped in a meat suit, forced to carry out a meaningless existence. Idk about you, but I think that's really scary..",i trap meat suit force carry meaningless existence i not know you i think really scary,depressed,-0.6542,0.166666667,0.166666667,0,0,0,0.166666667,0.333333333,0.166666667,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,1/11/2021 0:04,I got 99 problems and dropping dead rn would solve all of them.,i get problem drop dead right would solve them,depressed,-0.7351,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,31/10/2021 2:10,If i just let go.  I'll be set free,i let go i set free,depressed,0.5106,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,31/10/2021 2:09,"Depression just seems to get worse as as I age.   But everyone lies to me saying it gets better.  I have realised that it never does get better, it just feels more and more suffocating.",depression seem get bad i age everyone lie me say it get good i realise it never get good it feel suffocating,depressed,-0.5859,0.08,0.08,0.08,0.08,0.08,0.08,0.16,0.16,0.12,0.08,3,3,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,31/10/2021 1:27,I always end up bleeding.,i always end bleed,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,30/10/2021 22:53,"I deserve to be in pain. I mean look at me, I'm a goddamn mess",i deserve pain i mean look me i goddamn mess,depressed,-0.836,0.111111111,0.111111111,0.111111111,0.111111111,0,0.111111111,0.222222222,0.111111111,0.111111111,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,30/10/2021 19:46,"Thinking about dying makes me feel so relaxed, it's like knowing that i could just die rn, if I wanted to is comforting.  Svicidal thoughts are my comfort zone.",think die make me feel relaxed it like know i could die right i want comfort svicidal thought my comfort zone,depressed,0.8009,0.133333333,0,0.2,0.133333333,0,0.133333333,0.133333333,0.133333333,0,0.133333333,1,4,0,2,2,0,0,0,0,0,0,0,0,9
sad_shinigami,30/10/2021 19:43,"Had breakdown in public because of Anxiety. Now, excuse me while i feel ridiculously pathetic, embarassed and awful for the next few weeks and punish myself because I deserve it.",breakdown public anxiety excuse me i feel ridiculously pathetic embarassed awful next week punish myself i deserve it,depressed,-0.9169,0.130434783,0.130434783,0.130434783,0.043478261,0,0.086956522,0.260869565,0.130434783,0.086956522,0,1,4,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,30/10/2021 15:31,I Fucking hate myself,i fuck hate myself,depressed,-0.6115,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,30/10/2021 15:27,I've reached a new low...  Just had a fucking breakdown in public.. IN PUBLIC... An Anxiety episode in public...   Someone kill me now,i reach new low fuck breakdown public public anxiety episode public someone kill me,depressed,-0.7184,0.133333333,0.066666667,0.266666667,0,0,0.2,0.2,0.133333333,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9
sad_shinigami,30/10/2021 12:21,"@mauvegan @danpressing I feel bitter and angry at myself, because I'm messed up n I know I can't have those little things that makes life.   Jealousy is a natural emotion, I'm not a saint or anything to be above that. I'm a very mentally unstable human.",i feel bitter angry myself i mess n i know i not little thing make life jealousy natural emotion i not saint anything i mentally unstable human,depressed,-0.8773,0.111111111,0.111111111,0.055555556,0.055555556,0.111111111,0.055555556,0.222222222,0.055555556,0.166666667,0.055555556,0,7,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,29/10/2021 21:49,Learn to bleed/hurt in private because nobody gives a damn.,learn bleed hurt private nobody give damn,depressed,-0.4019,0.125,0.25,0,0,0,0.125,0.25,0.125,0.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,29/10/2021 21:48,The nightmare begins when I wake up.,nightmare begin i wake,depressed,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,29/10/2021 21:37,"I prefer to drown in my own sorrows, alone... Despite the pain n confusion, they bring a sort of comfort that comes with familiarity.",i prefer drown my sorrow alone despite pain n confusion they bring sort comfort come familiarity,depressed,-0.1288,0.181818182,0.045454545,0.090909091,0.136363636,0,0.136363636,0.181818182,0.136363636,0,0.090909091,1,2,2,0,0,0,0,0,0,0,0,0,0,9
sad_shinigami,29/10/2021 3:04,"I feel like I'm meaninglessly wasting my meaningless time away. It's hard to be 'productive' when you feel like everything is meaningless and boring. I also have absolutely no desire, I don't even want life.",i feel like i meaninglessly waste my meaningless time away it hard productive you feel like everything meaningless boring i also absolutely no desire i not even want life,depressed,-0.7128,0,0,0.111111111,0,0,0.111111111,0.444444444,0.222222222,0.111111111,0,2,5,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/12/2021 14:38,i just know shes gonna talk about me behind my back as she always does,i know she go talk me behind my back she always,depressed,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/12/2021 14:36,im just so mad she thinks shes right she thinks shes doing something but its the opposite its just making me hate her,i mad she think she right she think she something its opposite its make me hate her,depressed,-0.8228,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/12/2021 14:34,like this is why i dont tell you anything you make me regret it every time,like i not tell you anything you make me regret it every time,depressed,-0.0772,0,0,0.333333333,0,0,0,0.333333333,0.333333333,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/12/2021 14:33,she gets mad at me bc i dont tell her anything and when i tell her stuff she gets mad at me again like????,she get mad me i not tell her anything i tell her stuff she get mad me like,depressed,-0.8105,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/12/2021 14:32,when will my mom give me a break istg,my mom give me break istg,depressed,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7
prcyxn,30/12/2021 10:26,not one person who cares about me. not even one,not one person care me not even one,depressed,0.4588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/12/2021 10:17,nothing to live for. every single second i spend on this earth is physically hurting me,nothing live every single second i spend earth physically hurt me,depressed,-0.4019,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/12/2021 10:12,wish i could just kill myself,wish i could kill myself,depressed,-0.4588,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9
prcyxn,21/12/2021 2:29,everytime i remember i want to bash my head into a wall,everytime i remember i want bash my head wall,depressed,0.0772,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,20/12/2021 7:02,i fucking hate it. i hate everything,i fuck hate it i hate everything,depressed,-0.8396,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,13/11/2021 6:16,heyyyy its official now my fp left me!!! im gonna fucking kill myself????,heyy its official my fp leave me i go fuck kill myself,depressed,-0.8329,0.142857143,0,0,0.142857143,0.142857143,0,0.285714286,0.285714286,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,9
prcyxn,8/11/2021 7:52,sometimes you hurt the people you care about the most,sometimes you hurt people you care,depressed,-0.0516,0.25,0.25,0,0,0,0,0.25,0.25,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,7/11/2021 22:40,why do i have to fuck up everything,i fuck everything,depressed,-0.5423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,7/11/2021 4:20,i did something bad and now its gonna haunt me forever,i something bad its go haunt me forever,depressed,-0.7351,0.285714286,0.142857143,0,0,0,0,0.285714286,0.142857143,0.142857143,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,7/11/2021 3:07,i didnt want this to happen i just want everyone to be happy but i keep fucking up,i not want happen i want everyone happy i keep fuck,depressed,0.2796,0,0,0.4,0.2,0,0.2,0,0,0,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,7/11/2021 3:07,i keep making people sad,i keep make people sad,depressed,-0.4767,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,7/11/2021 3:06,ive been acting rlly toxic lately without noticing i hate myself sm for it,i act rlly toxic lately without notice i hate myself sm it,depressed,0.4585,0.142857143,0.142857143,0,0,0,0,0.285714286,0.142857143,0.285714286,0,1,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,31/10/2021 6:13,i just wanna die,i want die,depressed,-0.5994,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9
prcyxn,22/10/2021 6:33,im not even surprized anymore,i not even surprized anymore,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/10/2021 6:30,its just that it feels like you have time for everyone but when it comes to me youre busy,its it feel like you time everyone it come me you busy,depressed,0.1901,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/10/2021 6:28,i really need to get locked up,i really need get lock,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/10/2021 6:28,i really need to go to hospital,i really need go hospital,depressed,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,20/10/2021 1:23,got abandoned and idk how to cope with it,got abandon i not know cope it,depressed,-0.5267,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,19/10/2021 6:59,i cut too deep,i cut deep,depressed,-0.2732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,15/10/2021 6:23,i just know yall be so relieved and happy when i die,i know you relieved happy i die,depressed,0.5315,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0.142857143,1,2,0,1,1,0,0,0,0,0,0,0,0,9
prcyxn,14/10/2021 3:49,i miss you lmao werent u the one ghosting me for two weeks u could have texted me,i miss you laugh not you one ghosting me two week you could texted me,depressed,0.5106,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,3,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/10/2021 4:53,please stop i cant take it anymore,please stop i not take it anymore,depressed,0.0258,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/10/2021 4:52,i feel too many things at the same time by head hurts so much,i feel many thing time head hurt much,depressed,-0.4767,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/10/2021 4:51,cannot sleep the voices in my head dont stop,not sleep voice my head not stop,depressed,0.2235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/10/2021 4:51,this is it i think im actually going crazy,it i think i actually go crazy,depressed,-0.34,0.25,0.25,0,0,0,0,0.25,0.25,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,23/9/2021 3:09,good evening thinking about how im the most hated person alive????,good evening think i hated person alive,depressed,-0.5504,0,0,0.222222222,0.222222222,0.111111111,0.222222222,0,0,0,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,7/9/2021 2:09,wanna cut my throat,want cut my throat,depressed,-0.2732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/9/2021 21:18,i can feel that u dont love me anymore,i feel you not love me anymore,depressed,-0.5216,0,0,0,0,0,0.5,0,0,0,0.5,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/9/2021 21:17,why do u hate me so much,you hate me much,depressed,-0.5719,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 17:25,really wanna kill myself rn??????,really want kill myself right,depressed,-0.7869,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 13:41,woke up from a bad dream,wake bad dream,depressed,-0.3612,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 8:04,i have to distract myself with something,i distract myself something,depressed,-0.296,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 7:54,i was doing great now its all ruined,i great its ruin,depressed,0.25,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 7:54,the worst thing is that i have to go out with friends tomorrow,bad thing i go friend tomorrow,depressed,-0.25,0.111111111,0.111111111,0.111111111,0.111111111,0,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 7:53,i relapsed and now people will think bad about me,i relapse people think bad me,depressed,-0.5423,0.25,0.125,0,0,0,0,0.25,0.25,0.125,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 7:52,i just need some support rn,i need support right,depressed,0.4019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 7:52,im so sorry if i hurt you without knowing,i sorry i hurt you without know,depressed,-0.6436,0.25,0.25,0,0,0,0,0.25,0.25,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/8/2021 7:51,i fucking hate this,i fuck hate,depressed,-0.6115,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
